geneID	gene_name	description	chrom	desc	start	stop	strand
101978785	PCAT14	prostate cancer associated transcript 14 (non-protein coding)	22	gene	23880289	23889493	+
3543	IGLL1	immunoglobulin lambda like polypeptide 1	22	gene	23915312	23922495	-
51233	DRICH1	aspartate rich 1	22	gene	23950639	23974508	-
266747	RGL4	ral guanine nucleotide dissociation stimulator like 4	22	gene	24033048	24041363	+
7621	ZNF70	zinc finger protein 70	22	gene	24083771	24093279	-
29802	VPREB3	pre-B lymphocyte 3	22	gene	24094930	24096630	-
150248	C22orf15	chromosome 22 open reading frame 15	22	gene	24105201	24108050	+
400916	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	22	gene	24108021	24110159	-
4320	MMP11	matrix metallopeptidase 11	22	gene	24115006	24126503	+
6598	SMARCB1	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily b%2C member 1	22	gene	24129118	24176705	+
91319	DERL3	derlin 3	22	gene	24176690	24181199	-
66035	SLC2A11	solute carrier family 2 member 11	22	gene	24198890	24228299	+
284889	MIF-AS1	MIF antisense RNA 1	22	gene	24235897	24241117	-
4282	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	22	gene	24236565	24237409	+
653689	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)	22	gene	24299601	24303368	-
100037417	DDTL	D-dopachrome tautomerase-like	22	gene	24309026	24314748	+
1652	DDT	D-dopachrome tautomerase	22	gene	24313554	24322019	-
391322	LOC391322	D-dopachrome tautomerase-like	22	gene	24373117	24374043	+
106099130	GSTT1-AS1	GSTT1 antisense RNA 1	22	gene	24375963	24376214	+
2952	GSTT1	glutathione S-transferase theta 1	22	gene	24376133	24384311	-
23523	CABIN1	calcineurin binding protein 1	22	gene	24407765	24574596	+
56241	SUSD2	sushi domain containing 2	22	gene	24577444	24585074	+
2687	GGT5	gamma-glutamyltransferase 5	22	gene	24615622	24641110	-
101730217	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)	22	gene	24666785	24838328	+
23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	22	gene	24666785	24813708	+
135	ADORA2A	adenosine A2a receptor	22	gene	24819565	24838328	+
646023	ADORA2A-AS1	ADORA2A antisense RNA 1	22	gene	24825174	24891042	-
51733	UPB1	beta-ureidopropionase 1	22	gene	24891251	24922553	+
83606	GUCD1	guanylyl cyclase domain containing 1	22	gene	24936391	24951903	-
6634	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide	22	gene	24951618	24970932	+
2678	GGT1	gamma-glutamyltransferase 1	22	gene	24979718	25024972	+
388886	LRRC75B	leucine rich repeat containing 75B	22	gene	24981591	24989035	-
440822	PIWIL3	piwi like RNA-mediated gene silencing 3	22	gene	25115001	25170687	-
129049	SGSM1	small G protein signaling modulator 1	22	gene	25202188	25322813	+
255349	TMEM211	transmembrane protein 211	22	gene	25331208	25335314	-
85379	KIAA1671	KIAA1671	22	gene	25423941	25593415	+
100128531	LOC100128531	uncharacterized LOC100128531	22	gene	25498384	25508659	-
1417	CRYBB3	crystallin beta B3	22	gene	25595817	25603326	+
1415	CRYBB2	crystallin beta B2	22	gene	25615612	25627836	+
91355	LRP5L	LDL receptor related protein 5 like	22	gene	25747385	25777544	-
102466198	MIR6817	microRNA 6817	22	gene	25851613	25851678	+
157	GRK3	G protein-coupled receptor kinase 3	22	gene	25960861	26125259	+
84700	MYO18B	myosin XVIIIB	22	gene	26138111	26427007	+
23544	SEZ6L	seizure related 6 homolog like	22	gene	26565440	26779563	+
57168	ASPHD2	aspartate beta-hydroxylase domain containing 2	22	gene	26825280	26840978	+
89781	HPS4	HPS4%2C biogenesis of lysosomal organelles complex 3 subunit 2	22	gene	26846848	26879829	-
402055	SRRD	SRR1 domain containing	22	gene	26879850	26887904	+
24144	TFIP11	tuftelin interacting protein 11	22	gene	26887206	26908472	-
100507599	LOC100507599	uncharacterized LOC100507599	22	gene	26908498	26910534	+
8459	TPST2	tyrosylprotein sulfotransferase 2	22	gene	26921714	26986089	-
100313914	MIR548J	microRNA 548j	22	gene	26951178	26951289	-
1414	CRYBB1	crystallin beta B1	22	gene	26995362	27013991	-
1413	CRYBA4	crystallin beta A4	22	gene	27017928	27026636	+
440823	MIAT	myocardial infarction associated transcript (non-protein coding)	22	gene	27053446	27072441	+
102724827	MIATNB	MIAT neighbor (non-protein coding)	22	gene	27068806	27176856	+
101929539	LINC01422	long intergenic non-protein coding RNA 1422	22	gene	27299255	27316574	+
284898	LOC284898	uncharacterized LOC284898	22	gene	27444106	27456480	-
105372977	LOC105372977	uncharacterized LOC105372977	22	gene	27583478	27585177	+
100507657	LOC100507657	uncharacterized LOC100507657	22	gene	27706612	27713801	+
4330	MN1	MN1 proto-oncogene%2C transcriptional regulator	22	gene	28144265	28197486	-
23760	PITPNB	phosphatidylinositol transfer protein beta	22	gene	28247657	28315294	-
284900	TTC28-AS1	TTC28 antisense RNA 1	22	gene	28315364	28398667	+
100423034	MIR3199-1	microRNA 3199-1	22	gene	28316513	28316600	-
100422998	MIR3199-2	microRNA 3199-2	22	gene	28316514	28316599	+
23331	TTC28	tetratricopeptide repeat domain 28	22	gene	28374002	29075853	-
102466081	MIR5739	microRNA 5739	22	gene	28855857	28855936	+
11200	CHEK2	checkpoint kinase 2	22	gene	29083731	29137822	-
150274	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	22	gene	29138020	29153506	+
150275	CCDC117	coiled-coil domain containing 117	22	gene	29168662	29185289	+
7494	XBP1	X-box binding protein 1	22	gene	29190548	29196560	-
84133	ZNRF3	zinc and ring finger 3	22	gene	29279755	29453476	+
100874123	ZNRF3-AS1	ZNRF3 antisense RNA 1	22	gene	29420987	29427464	-
25770	C22orf31	chromosome 22 open reading frame 31	22	gene	29454660	29457907	-
83999	KREMEN1	kringle containing transmembrane protein 1	22	gene	29469066	29564321	+
129080	EMID1	EMI domain containing 1	22	gene	29601901	29655586	+
25807	RHBDD3	rhomboid domain containing 3	22	gene	29655841	29664152	-
2130	EWSR1	EWS RNA binding protein 1	22	gene	29663998	29696515	+
10634	GAS2L1	growth arrest specific 2 like 1	22	gene	29702985	29708778	+
10633	RASL10A	RAS like family 10 member A	22	gene	29708922	29711745	-
162	AP1B1	adaptor related protein complex 1 beta 1 subunit	22	gene	29723669	29784572	-
100500833	MIR3653	microRNA 3653	22	gene	29729147	29729256	-
100113380	SNORD125	small nucleolar RNA%2C C/D box 125	22	gene	29729152	29729247	-
10740	RFPL1S	RFPL1 antisense RNA 1	22	gene	29833004	29838118	-
5988	RFPL1	ret finger protein like 1	22	gene	29834572	29838444	+
4744	NEFH	neurofilament heavy	22	gene	29876181	29887279	+
8563	THOC5	THO complex 5	22	gene	29904156	29949736	-
8508	NIPSNAP1	nipsnap homolog 1	22	gene	29950797	29977326	-
4771	NF2	neurofibromin 2	22	gene	29999545	30094589	+
164633	CABP7	calcium binding protein 7	22	gene	30116344	30127822	+
55954	ZMAT5	zinc finger matrin-type 5	22	gene	30126945	30163000	-
29796	UQCR10	ubiquinol-cytochrome c reductase%2C complex III subunit X	22	gene	30163358	30166402	+
84164	ASCC2	activating signal cointegrator 1 complex subunit 2	22	gene	30184597	30234293	-
8897	MTMR3	myotubularin related protein 3	22	gene	30279158	30426857	+
102466742	MIR6818	microRNA 6818	22	gene	30403038	30403102	+
101929664	HORMAD2-AS1	HORMAD2 antisense RNA 1	22	gene	30404731	30476469	-
150280	HORMAD2	HORMA domain containing 2	22	gene	30476058	30573064	+
3976	LIF	leukemia inhibitory factor	22	gene	30636436	30642840	-
5008	OSM	oncostatin M	22	gene	30658817	30662832	-
652968	GATSL3	GATS protein like 3	22	gene	30681107	30685616	-
83874	TBC1D10A	TBC1 domain family member 10A	22	gene	30687979	30722955	-
10291	SF3A1	splicing factor 3a subunit 1	22	gene	30727977	30752936	-
550631	CCDC157	coiled-coil domain containing 157	22	gene	30752624	30774644	+
85371	KIAA1656	KIAA1656 protein	22	gene	30764800	30773894	-
200312	RNF215	ring finger protein 215	22	gene	30774801	30783302	-
23541	SEC14L2	SEC14 like lipid binding 2	22	gene	30792930	30821291	+
51537	MTFP1	mitochondrial fission process 1	22	gene	30821611	30825041	+
266629	SEC14L3	SEC14 like lipid binding 3	22	gene	30855216	30868034	-
284904	SEC14L4	SEC14 like lipid binding 4	22	gene	30884889	30901698	-
730005	SEC14L6	SEC14 like lipid binding 6	22	gene	30920917	30942669	-
9514	GAL3ST1	galactose-3-O-sulfotransferase 1	22	gene	30950622	30970574	-
23481	PES1	pescadillo ribosomal biogenesis factor 1	22	gene	30972612	31003000	-
6948	TCN2	transcobalamin 2	22	gene	31003070	31023047	+
339665	SLC35E4	solute carrier family 35 member E4	22	gene	31031802	31065003	+
150290	DUSP18	dual specificity phosphatase 18	22	gene	31048038	31063877	-
23762	OSBP2	oxysterol binding protein 2	22	gene	31089769	31303811	+
100422912	MIR3200	microRNA 3200	22	gene	31127544	31127628	+
150291	MORC2-AS1	MORC2 antisense RNA 1	22	gene	31318295	31322641	+
22880	MORC2	MORC family CW-type zinc finger 2	22	gene	31321117	31364273	-
55000	TUG1	taurine up-regulated 1 (non-protein coding)	22	gene	31365197	31375381	+
6525	SMTN	smoothelin	22	gene	31477282	31500610	+
140606	SELENOM	selenoprotein M	22	gene	31500758	31503573	-
27124	INPP5J	inositol polyphosphate-5-phosphatase J	22	gene	31518909	31530683	+
50487	PLA2G3	phospholipase A2 group III	22	gene	31530793	31536593	-
100500901	MIR3928	microRNA 3928	22	gene	31556048	31556105	-
91445	RNF185	ring finger protein 185	22	gene	31556138	31603005	+
3985	LIMK2	LIM domain kinase 2	22	gene	31608250	31676066	+
113791	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	22	gene	31677579	31688520	-
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22	gene	31721790	31742249	-
101929760	PIK3IP1-AS1	PIK3IP1 antisense RNA 1 (head to head)	22	gene	31731335	31734007	+
54944	LINC01521	long intergenic non-protein coding RNA 1521	22	gene	31742745	31747141	+
4733	DRG1	developmentally regulated GTP binding protein 1	22	gene	31795539	31830172	+
56478	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	22	gene	31835345	31885874	-
9814	SFI1	SFI1 centrin binding protein	22	gene	31892125	32014537	+
23761	PISD	phosphatidylserine decarboxylase	22	gene	32014477	32058550	-
102465666	MIR7109	microRNA 7109	22	gene	32017453	32017517	-
253143	PRR14L	proline rich 14 like	22	gene	32077333	32146120	-
9681	DEPDC5	DEP domain containing 5	22	gene	32149937	32303020	+
25775	C22orf24	chromosome 22 open reading frame 24	22	gene	32329507	32341348	-
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	22	gene	32340479	32353590	+
6523	SLC5A1	solute carrier family 5 member 1	22	gene	32439019	32509016	+
150297	C22orf42	chromosome 22 open reading frame 42	22	gene	32545519	32555243	-
10739	RFPL2	ret finger protein like 2	22	gene	32586422	32600718	-
6527	SLC5A4	solute carrier family 5 member 4	22	gene	32614463	32651318	-
10738	RFPL3	ret finger protein like 3	22	gene	32750872	32757148	+
10737	RFPL3S	RFPL3 antisense	22	gene	32755893	32767251	-
339666	LOC339666	uncharacterized LOC339666	22	gene	32772651	32780330	+
51493	RTCB	RNA 2'%2C3'-cyclic phosphate and 5'-OH ligase	22	gene	32783562	32808274	-
254240	BPIFC	BPI fold containing family C	22	gene	32809834	32853373	-
25793	FBXO7	F-box protein 7	22	gene	32870707	32894818	+
8224	SYN3	synapsin III	22	gene	32908539	33454377	-
7078	TIMP3	TIMP metallopeptidase inhibitor 3	22	gene	33196802	33259028	+
105373006	LINC01640	long intergenic non-protein coding RNA 1640	22	gene	33504515	33512280	+
9215	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	22	gene	33668847	34316416	-
100616295	MIR4764	microRNA 4764	22	gene	33832568	33832655	-
100506195	LARGE-AS1	LARGE antisense RNA 1	22	gene	34120972	34146804	+
101926957	ISX-AS1	ISX antisense RNA 1	22	gene	35152656	35393905	-
91464	ISX	intestine specific homeobox	22	gene	35462129	35483380	+
104310353	LINC01399	long intergenic non-protein coding RNA 1399	22	gene	35515817	35627049	-
10042	HMGXB4	HMG-box containing 4	22	gene	35653445	35691800	+
10043	TOM1	target of myb1 membrane trafficking protein	22	gene	35695268	35743987	+
100500826	MIR3909	microRNA 3909	22	gene	35731633	35731751	+
102464824	MIR6069	microRNA 6069	22	gene	35732714	35732792	-
3162	HMOX1	heme oxygenase 1	22	gene	35777060	35790207	+
4174	MCM5	minichromosome maintenance complex component 5	22	gene	35796116	35820495	+
23551	RASD2	RASD family member 2	22	gene	35937352	35950046	+
4151	MB	myoglobin	22	gene	36002811	36019401	-
80830	APOL6	apolipoprotein L6	22	gene	36044424	36064456	+
80831	APOL5	apolipoprotein L5	22	gene	36113919	36125530	+
23543	RBFOX2	RNA binding protein%2C fox-1 homolog 2	22	gene	36134783	36424585	-
80833	APOL3	apolipoprotein L3	22	gene	36536371	36562225	-
80832	APOL4	apolipoprotein L4	22	gene	36585176	36600879	-
23780	APOL2	apolipoprotein L2	22	gene	36622255	36636000	-
8542	APOL1	apolipoprotein L1	22	gene	36649117	36663577	+
4627	MYH9	myosin heavy chain 9	22	gene	36677323	36784112	-
102465491	MIR6819	microRNA 6819	22	gene	36682893	36682953	-
25828	TXN2	thioredoxin 2	22	gene	36863093	36877687	-
80020	FOXRED2	FAD dependent oxidoreductase domain containing 2	22	gene	36883233	36903148	-
8664	EIF3D	eukaryotic translation initiation factor 3 subunit D	22	gene	36906897	36925277	-
10369	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2	22	gene	36956916	37098690	-
105373021	LOC105373021	uncharacterized LOC105373021	22	gene	37099921	37163133	+
11020	IFT27	intraflagellar transport 27	22	gene	37154246	37172177	-
5816	PVALB	parvalbumin	22	gene	37196745	37215517	-
4689	NCF4	neutrophil cytosolic factor 4	22	gene	37257030	37274059	+
1439	CSF2RB	colony stimulating factor 2 receptor beta common subunit	22	gene	37309675	37336481	+
100506241	LL22NC01-81G9.3	uncharacterized protein FLJ39582-like	22	gene	37361289	37364213	+
339669	TEX33	testis expressed 33	22	gene	37387160	37403877	-
7263	TST	thiosulfate sulfurtransferase	22	gene	37406900	37416224	-
4357	MPST	mercaptopyruvate sulfurtransferase	22	gene	37415683	37425863	+
79734	KCTD17	potassium channel tetramerization domain containing 17	22	gene	37447776	37459430	+
164656	TMPRSS6	transmembrane protease%2C serine 6	22	gene	37461476	37505603	-
3560	IL2RB	interleukin 2 receptor subunit beta	22	gene	37521878	37571158	-
114904	C1QTNF6	C1q and tumor necrosis factor related protein 6	22	gene	37576206	37584330	-
6753	SSTR3	somatostatin receptor 3	22	gene	37600277	37608416	-
5880	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family%2C small GTP binding protein Rac2)	22	gene	37621301	37640339	-
27128	CYTH4	cytohesin 4	22	gene	37678424	37711389	+
114794	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	22	gene	37736685	37823505	-
100506271	LOC100506271	uncharacterized LOC100506271	22	gene	37748230	37750879	-
4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	22	gene	37865101	37882478	-
29775	CARD10	caspase recruitment domain family member 10	22	gene	37886400	37915210	-
11135	CDC42EP1	CDC42 effector protein 1	22	gene	37956471	37965412	+
3957	LGALS2	galectin 2	22	gene	37966253	37976024	-
26088	GGA1	golgi associated%2C gamma adaptin ear containing%2C ARF binding protein 1	22	gene	38004481	38029571	+
23616	SH3BP1	SH3 domain binding protein 1	22	gene	38035684	38052050	+
101927051	LOC101927051	uncharacterized LOC101927051	22	gene	38037839	38054384	-
57026	PDXP	pyridoxal phosphatase	22	gene	38054737	38062939	+
3956	LGALS1	galectin 1	22	gene	38071613	38075809	+
79159	NOL12	nucleolar protein 12	22	gene	38082344	38089485	+
11078	TRIOBP	TRIO and F-actin binding protein	22	gene	38092995	38172563	+
3005	H1F0	H1 histone family member 0	22	gene	38201114	38203443	+
23464	GCAT	glycine C-acetyltransferase	22	gene	38203912	38213183	+
8484	GALR3	galanin receptor 3	22	gene	38219389	38221502	+
129138	ANKRD54	ankyrin repeat domain 54	22	gene	38226862	38240353	-
724028	MIR658	microRNA 658	22	gene	38240279	38240378	-
724029	MIR659	microRNA 659	22	gene	38243685	38243781	-
51386	EIF3L	eukaryotic translation initiation factor 3 subunit L	22	gene	38245379	38284789	+
85377	MICALL1	MICAL like 1	22	gene	38302155	38338465	+
84645	C22orf23	chromosome 22 open reading frame 23	22	gene	38339057	38349676	-
5435	POLR2F	RNA polymerase II subunit F	22	gene	38349670	38437922	+
102465492	MIR6820	microRNA 6820	22	gene	38363570	38363631	+
6663	SOX10	SRY-box 10	22	gene	38368319	38380539	-
100616146	MIR4534	microRNA 4534	22	gene	38384801	38384860	+
9463	PICK1	protein interacting with PRKCA 1	22	gene	38453262	38471708	+
23539	SLC16A8	solute carrier family 16 member 8	22	gene	38474144	38479170	-
80115	BAIAP2L2	BAI1 associated protein 2 like 2	22	gene	38480896	38506676	-
8398	PLA2G6	phospholipase A2 group VI	22	gene	38507502	38577836	-
23764	MAFF	MAF bZIP transcription factor F	22	gene	38597939	38612518	+
25829	TMEM184B	transmembrane protein 184B	22	gene	38615298	38669040	-
106635525	SNORA92	small nucleolar RNA%2C H/ACA box 92	22	gene	38620486	38620727	-
102800317	LOC400927-CSNK1E	LOC400927-CSNK1E readthrough	22	gene	38686697	38794527	-
1454	CSNK1E	casein kinase 1 epsilon	22	gene	38686697	38714089	-
3761	KCNJ4	potassium voltage-gated channel subfamily J member 4	22	gene	38822332	38851205	-
11015	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	22	gene	38864067	38879452	+
10521	DDX17	DEAD-box helicase 17	22	gene	38879443	38902345	-
11144	DMC1	DNA meiotic recombinase 1	22	gene	38914954	38966201	-
105373031	LOC105373031	uncharacterized LOC105373031	22	gene	38966505	38967363	+
646851	FAM227A	family with sequence similarity 227 member A	22	gene	38974125	39052634	-
25776	CBY1	chibby family member 1%2C beta catenin antagonist	22	gene	39052658	39069855	+
56993	TOMM22	translocase of outer mitochondrial membrane 22	22	gene	39077954	39080765	+
9929	JOSD1	Josephin domain containing 1	22	gene	39081548	39096459	-
9567	GTPBP1	GTP binding protein 1	22	gene	39101807	39129592	+
25777	SUN2	Sad1 and UNC84 domain containing 2	22	gene	39130719	39152024	-
10126	DNAL4	dynein axonemal light chain 4	22	gene	39174513	39190161	-
23467	NPTXR	neuronal pentraxin receptor	22	gene	39214456	39240017	-
23466	CBX6	chromobox 6	22	gene	39257432	39268339	-
200315	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	22	gene	39353527	39359188	+
9582	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	22	gene	39378404	39388784	+
100874530	APOBEC3B-AS1	APOBEC3B antisense RNA 1	22	gene	39387564	39394225	-
27350	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	22	gene	39410265	39414843	+
140564	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	22	gene	39417118	39429256	+
200316	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	22	gene	39436673	39451977	+
60489	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	22	gene	39473010	39483748	+
164668	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H	22	gene	39493229	39500072	+
23492	CBX7	chromobox 7	22	gene	39526777	39548655	-
5155	PDGFB	platelet derived growth factor subunit B	22	gene	39619364	39641060	-
6122	RPL3	ribosomal protein L3	22	gene	39708887	39715670	-
116938	SNORD83B	small nucleolar RNA%2C C/D box 83B	22	gene	39709824	39709916	-
116937	SNORD83A	small nucleolar RNA%2C C/D box 83A	22	gene	39711218	39711312	-
116936	SNORD139	small nucleolar RNA%2C C/D box 139	22	gene	39712847	39712901	-
26807	SNORD43	small nucleolar RNA%2C C/D box 43	22	gene	39715057	39715118	-
9145	SYNGR1	synaptogyrin 1	22	gene	39745954	39781593	+
10454	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	22	gene	39795759	39833132	+
100506472	LOC100506472	uncharacterized LOC100506472	22	gene	39828165	39833133	+
4248	MGAT3	mannosyl (beta-1%2C4-)-glycoprotein beta-1%2C4-N-acetylglucosaminyltransferase	22	gene	39853325	39888199	+
104502417	MGAT3-AS1	MGAT3 antisense RNA 1	22	gene	39871812	39872827	-
54471	MIEF1	mitochondrial elongation factor 1	22	gene	39896105	39914139	+
468	ATF4	activating transcription factor 4	22	gene	39916564	39918691	+
91582	RPS19BP1	ribosomal protein S19 binding protein 1	22	gene	39925098	39928860	-
8911	CACNA1I	calcium voltage-gated channel subunit alpha1 I	22	gene	39966758	40085740	+
150350	ENTHD1	ENTH domain containing 1	22	gene	40139049	40289794	-
9402	GRAP2	GRB2-related adaptor protein 2	22	gene	40297086	40369346	+
113828	FAM83F	family with sequence similarity 83 member F	22	gene	40390953	40426043	+
100130899	LOC100130899	uncharacterized LOC100130899	22	gene	40428336	40432581	+
23112	TNRC6B	trinucleotide repeat containing 6B	22	gene	40440821	40731812	+
158	ADSL	adenylosuccinate lyase	22	gene	40742504	40762752	+
27352	SGSM3	small G protein signaling modulator 3	22	gene	40766566	40806293	+
57591	MKL1	megakaryoblastic leukemia (translocation) 1	22	gene	40806285	41032723	-
101927257	LOC101927257	uncharacterized LOC101927257	22	gene	40917804	40922711	+
2847	MCHR1	melanin concentrating hormone receptor 1	22	gene	41075182	41078818	+
10478	SLC25A17	solute carrier family 25 member 17	22	gene	41165634	41215403	-
100616283	MIR4766	microRNA 4766	22	gene	41209887	41209962	-
6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	22	gene	41220539	41253012	-
63929	XPNPEP3	X-prolyl aminopeptidase 3	22	gene	41253085	41328823	+
150353	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7	22	gene	41255553	41258130	-
9978	RBX1	ring-box 1	22	gene	41347351	41369019	+
106635682	SNORD140	small nucleolar RNA%2C C/D box 140	22	gene	41469612	41469725	-
100302237	MIR1281	microRNA 1281	22	gene	41488517	41488570	+
2033	EP300	E1A binding protein p300	22	gene	41488614	41576081	+
101927279	EP300-AS1	EP300 antisense RNA 1	22	gene	41581218	41593505	-
83746	L3MBTL2	L3MBTL2 polycomb repressive complex 1 subunit	22	gene	41601313	41627275	+
150356	CHADL	chondroadherin like	22	gene	41625514	41636935	-
5905	RANGAP1	Ran GTPase activating protein 1	22	gene	41640781	41698217	-
102466758	MIR6889	microRNA 6889	22	gene	41648996	41649054	-
23264	ZC3H7B	zinc finger CCCH-type containing 7B	22	gene	41697507	41756151	+
7008	TEF	TEF%2C PAR bZIP transcription factor	22	gene	41763337	41795332	+
10766	TOB2	transducer of ERBB2%2C 2	22	gene	41829492	41843027	-
84844	PHF5A	PHD finger protein 5A	22	gene	41855721	41864708	-
50	ACO2	aconitase 2	22	gene	41865129	41924993	+
171568	POLR3H	RNA polymerase III subunit H	22	gene	41921803	41940610	-
105373044	LOC105373044	uncharacterized LOC105373044	22	gene	41947713	41956887	-
27254	CSDC2	cold shock domain containing C2	22	gene	41957014	41972670	+
5372	PMM1	phosphomannomutase 1	22	gene	41972890	41985871	-
27351	DESI1	desumoylating isopeptidase 1	22	gene	41994032	42017061	-
2547	XRCC6	X-ray repair cross complementing 6	22	gene	42017167	42060052	+
4809	SNU13	SNU13 homolog%2C small nuclear ribonucleoprotein (U4/U6.U5)	22	gene	42069937	42084913	-
79640	C22orf46	chromosome 22 open reading frame 46	22	gene	42086547	42094140	+
150365	MEI1	meiotic double-stranded break formation protein 1	22	gene	42095518	42195459	+
79879	CCDC134	coiled-coil domain containing 134	22	gene	42196626	42222303	+
6721	SREBF2	sterol regulatory element binding transcription factor 2	22	gene	42229083	42303312	+
407039	MIR33A	microRNA 33a	22	gene	42296948	42297016	+
440829	SHISA8	shisa family member 8	22	gene	42305558	42310671	-
100616259	MIR378I	microRNA 378i	22	gene	42319226	42319301	-
115650	TNFRSF13C	TNF receptor superfamily member 13C	22	gene	42321036	42322821	-
79019	CENPM	centromere protein M	22	gene	42334725	42343168	-
339674	LINC00634	long intergenic non-protein coding RNA 634	22	gene	42348191	42354946	+
55964	SEPT3	septin 3	22	gene	42372931	42394225	+
164684	WBP2NL	WBP2 N-terminal like	22	gene	42394729	42424479	+
4668	NAGA	alpha-N-acetylgalactosaminidase	22	gene	42454338	42466846	-
150368	FAM109B	family with sequence similarity 109 member B	22	gene	42470255	42475442	+
91689	SMDT1	single-pass membrane protein with aspartate rich tail 1	22	gene	42475695	42480288	+
4700	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	22	gene	42481530	42486959	-
100132273	NDUFA6-AS1	NDUFA6 antisense RNA 1 (head to head)	22	gene	42486937	42521354	+
1565	CYP2D6	cytochrome P450 family 2 subfamily D member 6	22	gene	42522501	42526883	-
6942	TCF20	transcription factor 20	22	gene	42556019	42679933	-
102723775	LINC01315	long intergenic non-protein coding RNA 1315	22	gene	42760406	42765214	-
150372	NFAM1	NFAT activating protein with ITAM motif 1	22	gene	42776413	42828401	-
27341	RRP7A	ribosomal RNA processing 7 homolog A	22	gene	42904341	42915829	-
253190	SERHL2	serine hydrolase-like 2	22	gene	42949868	42970388	+
84271	POLDIP3	DNA polymerase delta interacting protein 3	22	gene	42979727	43010968	-
267010	RNU12	RNA%2C U12 small nuclear	22	gene	43011251	43011399	+
1727	CYB5R3	cytochrome b5 reductase 3	22	gene	43013846	43045405	-
267020	ATP5L2	ATP synthase%2C H+ transporting%2C mitochondrial Fo complex subunit G2	22	gene	43035809	43036607	-
53947	A4GALT	alpha 1%2C4-galactosyltransferase	22	gene	43088121	43117307	-
26286	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	22	gene	43192532	43253408	-
11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	22	gene	43265772	43411184	-
100506679	LOC100506679	uncharacterized LOC100506679	22	gene	43434591	43448372	+
25809	TTLL1	tubulin tyrosine ligase like 1	22	gene	43435522	43485434	-
638	BIK	BCL2 interacting killer	22	gene	43506754	43525718	+
27349	MCAT	malonyl-CoA-acyl carrier protein transacylase	22	gene	43528212	43539403	-
706	TSPO	translocator protein	22	gene	43547520	43559248	+
23170	TTLL12	tubulin tyrosine ligase like 12	22	gene	43562628	43583137	-
80274	SCUBE1	signal peptide%2C CUB domain and EGF like domain containing 1	22	gene	43599229	43739394	-
105373051	LOC105373051	uncharacterized LOC105373051	22	gene	43608680	43609667	+
101927447	LOC101927447	uncharacterized LOC101927447	22	gene	43671948	43679836	+
758	MPPED1	metallophosphoesterase domain containing 1	22	gene	43808020	43902800	+
100874197	EFCAB6-AS1	EFCAB6 antisense RNA 1	22	gene	43912134	43932485	+
64800	EFCAB6	EF-hand calcium binding domain 6	22	gene	43924624	44208217	-
25830	SULT4A1	sulfotransferase family 4A member 1	22	gene	44220387	44258378	-
150379	PNPLA5	patatin like phospholipase domain containing 5	22	gene	44275558	44287893	-
80339	PNPLA3	patatin like phospholipase domain containing 3	22	gene	44319619	44343448	+
25813	SAMM50	SAMM50 sorting and assembly machinery component	22	gene	44351261	44392412	+
29780	PARVB	parvin beta	22	gene	44395091	44565113	+
7235	TRNAU2		22	gene	44546537	44546622	+
64098	PARVG	parvin gamma	22	gene	44568836	44604349	+
85352	KIAA1644	KIAA1644	22	gene	44639557	44708731	-
101927526	LINC01656	long intergenic non-protein coding RNA 1656	22	gene	44839207	44840668	+
